country,substation_id,name,lat,lon,region,verdict,attributed_to,km_outside_own
australia,AU_104186,Warrnambool DSub 186,-38.015755,144.644367,Victoria,offshore_near,,1.907
australia,AU_104328,Mildura ZSub 328,-37.868974,144.886107,Victoria,offshore_near,,0.352
australia,AU_104364,Bendigo ZSub 364,-37.866486,144.872291,Victoria,offshore_near,,0.298
australia,AU_104369,Shepparton TStn 369,-37.931832,144.819891,Victoria,offshore_near,,2.957
australia,AU_104516,Brisbane ZSub 516,-27.380046,153.155962,Queensland,offshore_near,,0.232
australia,AU_104692,Brisbane TStn 692,-16.909493,145.784371,Queensland,offshore_near,,1.086
australia,AU_104830,Gold Coast ZSub 830,-20.145448,148.904696,Queensland,offshore_near,,0.336
australia,AU_104874,Gold Coast ConPt 874,-19.417253,147.38763,Queensland,offshore_near,,0.22
australia,AU_104971,Gold Coast TStn 971,-27.353459,153.152847,Queensland,offshore_near,,1.508
australia,AU_105045,Gold Coast DSub 45,-27.558101,153.403056,Queensland,offshore_near,,0.888
australia,AU_105286,Gold Coast Sub 286,-27.298193,153.131989,Queensland,offshore_far,,5.463
australia,AU_105319,Gold Coast TStn 319,-27.271366,153.130116,Queensland,offshore_near,,3.13
australia,AU_105465,Gold Coast ConPt 465,-19.273184,146.876508,Queensland,offshore_near,,2.096
australia,AU_105558,Gold Coast ConPt 558,-27.184083,153.085354,Queensland,offshore_near,,1.955
australia,AU_105600,Brisbane BSP 600,-27.383916,153.187028,Queensland,offshore_near,,0.758
australia,AU_105655,Brisbane TStn 655,-27.445216,153.198001,Queensland,offshore_near,,1.438
australia,AU_105771,Gold Coast SwStn 771,-27.3265,153.110469,Queensland,offshore_near,,2.133
australia,AU_105836,Gold Coast SwStn 836,-27.401659,153.187399,Queensland,offshore_near,,2.203
australia,AU_106153,Brisbane Sub 153,-27.319835,153.106966,Queensland,offshore_near,,2.323
australia,AU_106218,Gold Coast DSub 218,-27.285655,153.080605,Queensland,offshore_near,,1.674
australia,AU_106407,Pt Lincoln SwStn 407,-35.876112,137.91118,South Australia,offshore_near,,1.625
australia,AU_106442,Pt Lincoln ConPt 442,-34.587387,135.916467,South Australia,offshore_near,,0.958
australia,AU_106458,Mt Gambier TStn 458,-34.764073,138.515246,South Australia,offshore_near,,0.599
australia,AU_106575,Pt Augusta ZSub 575,-34.666673,135.867632,South Australia,offshore_near,,1.391
australia,AU_106785,Pt Augusta ConPt 785,-34.748216,138.511909,South Australia,offshore_near,,1.782
australia,AU_106826,Pt Augusta BSP 826,-34.217342,138.049847,South Australia,offshore_near,,2.422
australia,AU_106868,Pt Lincoln DSub 868,-35.051796,138.502057,South Australia,offshore_near,,0.428
australia,AU_106964,Perth ConPt 964,-31.977305,115.743536,Western Australia,offshore_near,,0.985
australia,AU_106970,Perth ZSub 970,-28.714408,114.597802,Western Australia,offshore_near,,2.124
australia,AU_107253,Albany BSP 253,-31.90064,115.746144,Western Australia,offshore_near,,0.967
australia,AU_107274,Geraldton ZSub 274,-32.228117,115.736313,Western Australia,offshore_near,,2.401
australia,AU_107290,Geraldton ZSub 290,-33.29235,115.652776,Western Australia,offshore_near,,2.088
australia,AU_107311,Broome ZSub 311,-31.89972,115.739744,Western Australia,offshore_near,,1.67
australia,AU_107363,Kalgoorlie TStn 363,-33.424056,115.589871,Western Australia,offshore_near,,0.066
australia,AU_107426,Karratha ConPt 426,-31.810103,115.728355,Western Australia,offshore_near,,0.241
australia,AU_107458,Geraldton ZSub 458,-34.340788,115.398108,Western Australia,offshore_near,,0.549
australia,AU_107506,Kalgoorlie Sub 506,-32.095565,115.743175,Western Australia,offshore_near,,1.504
australia,AU_107517,Perth TStn 517,-20.686407,117.220648,Western Australia,offshore_near,,1.05
australia,AU_107543,Geraldton ConPt 543,-17.191901,123.629743,Western Australia,offshore_near,,1.206
australia,AU_107548,Kalgoorlie ZSub 548,-32.134259,115.731744,Western Australia,offshore_near,,1.821
australia,AU_107717,Broome ConPt 717,-31.863806,115.735346,Western Australia,offshore_near,,1.861
australia,AU_107795,Kalgoorlie DSub 795,-32.251406,115.733498,Western Australia,offshore_near,,1.682
australia,AU_107836,Albany SwStn 836,-28.718935,114.617696,Western Australia,offshore_near,,0.05
australia,AU_107859,Broome ConPt 859,-31.919403,115.75036,Western Australia,offshore_near,,0.482
australia,AU_107881,Kalgoorlie ZSub 881,-32.230164,115.731025,Western Australia,offshore_near,,3.016
australia,AU_107984,Launceston Sub 984,-42.914787,147.480167,Tasmania,offshore_near,,0.128
australia,AU_108057,Launceston TStn 57,-42.73329,147.195585,Tasmania,offshore_near,,0.426
australia,AU_108310,Alice Springs BSP 310,-12.492883,130.913579,Northern Territory,offshore_near,,0.853
australia,AU_108348,Alice Springs ConPt 348,-12.534367,130.792147,Northern Territory,offshore_near,,1.416
australia,AU_v43_a78b074cdaba,Hawkesbury River Traction Substation,-33.538165,151.230269,,offshore_near,,0.076
australia,AU_v43_dda8102bfffd,,-27.069343,153.131376,,offshore_near,,0.346
australia,AU_v43_a1e6779e968b,Torrens Island A,-34.80782,138.523034,,offshore_near,,0.211
australia,AU_v43_c5fea30610cc,,-32.539812,137.783138,,offshore_near,,0.106
australia,AU_v43_5016336bdd4a,,-32.538356,137.78343,,offshore_near,,0.044
australia,AU_v43_eda2c62c08d3,Pelican Point Switching Station,-34.765513,138.506935,,offshore_near,,0.086
australia,AU_v43_28772813025a,Torrens Island Battery,-34.802801,138.519375,,offshore_near,,0.147
australia,AU_v43_2a0e209bc42c,,-34.764891,138.509405,,offshore_near,,0.302
australia,AU_v43_5b9b4fff18a4,,-41.142431,146.902867,,offshore_near,,0.046
austria,AT_706_036,Lienz Junction-204,46.65497,12.55929,Tirol,state,italy,0.069
austria,AT_205_018,Wolfsberg Junction-212,46.56374,14.83626,Kärnten,state,slovenia,0.06
austria,AT_608_009,Leibnitz Junction-225,46.69106,15.65095,Steiermark,state,slovenia,0.185
austria,AT_105_028,Neusiedl am See Junction-235,47.90981,17.09982,Burgenland,state,hungary,0.005
austria,AT_v43_c8897384054b,,47.577615,10.430025,,state,germany,0.099
austria,AT_v43_960a7c09b0e9,Innsiedlung,47.602625,12.1824,,state,germany,0.046
austria,AT_v43_dc9f35e91fd9,,47.671713,12.782949,,state,germany,0.077
belgium,BE_v43_293f4775b12a,,50.787396,3.131169,,state,france,0.007
belgium,BE_v43_3b5c97413d12,,50.787699,3.134376,,state,france,0.014
belgium,BE_v43_795f1a90a73f,,51.273032,3.725345,,state,netherlands,0.06
belgium,BE_v43_8a1d39af693c,,50.727207,6.044811,,state,germany,0.046
canada,CA_79293030,Moses Switching Station,45.00401,-74.80473,Ontario,state,us,1.006
canada,CA_156738153,Nile Creek Cable Terminal,49.42179,-124.64324,British Columbia,offshore_near,,0.01
canada,CA_163865779,Saint Clair Substation,42.76426,-82.4746,Ontario,state,us,0.678
canada,CA_178196881,Buffalo Avenue Substation,43.08049,-79.04243,Ontario,state,us,0.834
canada,CA_178197181,,43.08006,-79.04485,Ontario,state,us,0.732
canada,CA_229936554,Holyrood Terminal Station,47.45065,-53.09798,Newfoundland and Labrador,offshore_near,,0.002
canada,CA_558442135,Montague Cable Terminal,48.89298,-123.42565,British Columbia,offshore_near,,0.266
canada,CA_682313157,,45.17574,-67.29127,Quebec,state,us,0.101
canada,CA_684985179,Whistle Road,44.79808,-66.78687,Quebec,offshore_near,,0.001
canada,CA_785695534,,47.4735,-53.07734,Newfoundland and Labrador,offshore_near,,0.196
canada,CA_866146997,Marine City Substation,42.72854,-82.49172,Ontario,state,us,0.888
canada,CA_894055791,,49.00146,-123.06905,British Columbia,state,us,0.064
canada,CA_1050146661,,47.35404,-68.30277,Quebec,state,us,0.164
canada,CA_1095516904,,45.09388,-61.72865,Nova Scotia,offshore_near,,0.19
canada,CA_1097142415,82W National Sea,44.3657,-64.29702,New Brunswick,offshore_near,,0.206
canada,CA_1127316863,Souris Substation,46.34806,-62.24108,Nova Scotia,offshore_near,,0.039
canada,CA_1128067839,,47.61837,-61.55579,Quebec,offshore_near,,0.063
canada,CA_1130768960,Gander Bay,49.28512,-54.48563,Newfoundland and Labrador,offshore_near,,0.175
canada,CA_1133939437,Lethbridge,48.20799,-53.95752,Newfoundland and Labrador,offshore_near,,0.02
canada,CA_1145216139,,45.00906,-71.7913,Quebec,state,us,0.178
canada,CA_1167388565,Algonac Substation,42.61812,-82.53905,Ontario,state,us,1.887
canada,CA_1167765971,,42.96016,-82.42607,Ontario,state,us,0.265
canada,CA_1277955592,Moutcha Bay Substation,49.79217,-126.46085,British Columbia,offshore_near,,0.012
canada,CA_1324337282,,48.99233,-122.27437,British Columbia,state,us,1.114
canada,CA_1443830852,,47.31172,-68.15995,Quebec,state,us,0.863
canada,CA_1485090096,International Falls Power,48.60718,-93.40685,Manitoba,state,us,0.108
canada,CA_v43_f67873d470d6,,45.696712,-61.102102,Eastern Canada,offshore_near,,0.008
chile,CL_100761,Subestación Cochamó,-41.551673,-72.30814,Los Lagos,offshore_near,,0.02
chile,CL_101088,Pucamarca,-17.807258,-69.810138,Arica y Parinacota,state,PE,0.893
costa-rica,w232189409,Subestación El Cocal,9.978713,-84.822214,puntarenas,offshore_near,,0.154
costa-rica,w1300120915,ICE Subestacion El Cocal,9.978712,-84.822226,puntarenas,offshore_near,,0.152
denmark,DK_0233,Sønderborg 10 kV,55.015182,9.677709,Syddanmark,offshore_near,,0.505
denmark,DK_0244,400kV Skærbækværket,55.51294,9.612921,Syddanmark,offshore_near,,0.023
denmark,DK_0801,Mariagerfjord 60 kV,56.709283,10.122709,Midtjylland,offshore_near,,0.093
denmark,DK_0802,Mariagerfjord 60 kV,56.687595,10.050656,Midtjylland,offshore_near,,0.104
denmark,DK_0884,Vordingborg 10 kV,54.884473,12.120144,Sjælland,offshore_near,,0.252
denmark,DK_0952,Faaborg-Midtfyn 10 kV,55.049078,10.597402,Syddanmark,offshore_near,,0.075
denmark,DK_1084,Gentofte 10 kV,55.725442,12.587348,Hovedstaden,offshore_near,,0.373
denmark,DK_1226,3657,55.721832,12.608684,Hovedstaden,offshore_near,,0.057
denmark,DK_1227,3658,55.722147,12.607529,Hovedstaden,offshore_near,,0.049
denmark,DK_1594,Faaborg-Midtfyn 10 kV,55.05576,10.263242,Syddanmark,offshore_near,,0.932
denmark,DK_1596,Trafo #59 Bjørnø,55.06444,10.24996,Syddanmark,offshore_near,,0.052
denmark,DK_1622,Nordfyns 10 kV,55.567841,10.078174,Syddanmark,offshore_near,,0.214
denmark,DK_1651,Bornholm 10 kV,55.102925,14.690686,Hovedstaden,offshore_near,,0.014
denmark,DK_2060,Jammerbugt 10 kV,56.967227,9.245835,Nordjylland,offshore_near,,0.086
denmark,DK_v43_0592308d5ed3,,55.721031,12.631916,,offshore_near,,1.396
denmark,DK_v43_5f1c3eeb0284,,56.141966,10.23155,,offshore_near,,0.021
denmark,DK_v43_e8c2ddbfd988,,54.837324,11.491938,,offshore_near,,0.272
denmark,DK_v43_f5776164b3d4,,54.838459,11.489295,,offshore_near,,0.259
denmark,DK_v43_1a35a5683a62,55206 Oceankaj,55.716546,12.625921,,offshore_near,,0.681
denmark,DK_v43_51960948b9c0,55128 Nordhavn krydst. term 1,55.713971,12.619193,,offshore_near,,0.264
denmark,DK_v43_e76ac8d21d9f,40298 Oceanvej A,55.713912,12.619151,,offshore_near,,0.267
denmark,DK_v43_9f9bb84ef109,3232,55.690344,12.599439,,offshore_near,,0.061
denmark,DK_v43_0f664b0063c9,3642,55.700753,12.60052,,offshore_near,,0.513
denmark,DK_v43_614aaeac1d75,3529,55.69703,12.599397,,offshore_near,,0.176
denmark,DK_v43_5e661543115e,51688 Refshalevej 325,55.695777,12.608983,,offshore_near,,0.116
denmark,DK_v43_23613654579f,,55.693622,12.607656,,offshore_near,,0.183
denmark,DK_v43_3c4d5b99e279,,55.697257,12.61032,,offshore_near,,0.152
denmark,DK_v43_849b8955fcb2,637 Skovshoved Pumpestation,55.763734,12.599779,,offshore_near,,0.043
denmark,DK_v43_a6204f113861,5596 Sorterende,55.614244,12.50199,,offshore_near,,0.232
denmark,DK_v43_cdaf5237c504,40437 Tørslev Hage bro,55.811614,12.050258,,offshore_near,,0.15
denmark,DK_v43_a063cd30af49,40429 Fjordforbindelsen vest kbst,55.811625,12.050257,,offshore_near,,0.151
denmark,DK_v43_7851aad3fb1f,,55.60215,12.49204,,offshore_near,,0.013
denmark,DK_v43_d2fdc0f317c5,,55.966036,11.845371,,offshore_near,,0.062
denmark,DK_v43_93e3887aee4d,42439 Oceankaj D kbst,55.716675,12.624876,,offshore_near,,0.564
denmark,DK_v43_bcaad40f5ff4,42440 Oceankaj E kbst,55.71813,12.628151,,offshore_near,,0.923
denmark,DK_v43_6537b01eae9b,42043 Oceanvej B,55.720715,12.631116,,offshore_near,,1.301
denmark,DK_v43_926f0d350ba1,42044 Oceanvej F,55.72067,12.631181,,offshore_near,,1.306
denmark,DK_v43_0998632b35d0,40478 Oceankaj A,55.716501,12.625998,,offshore_near,,0.69
denmark,DK_v43_9d3fa47a94e6,40477 Oceankaj kbst.,55.71649,12.625986,,offshore_near,,0.689
estonia,EE_v43_ee0db4e9eeac,,58.640534,22.540334,,offshore_near,,0.253
estonia,EE_v43_cf5d1d0ab2b6,,58.591476,22.715937,,offshore_near,,0.363
finland,FI_11068021208,Salmisaaren sähköasema,60.163671,24.904205,Uusimaa,offshore_near,,0.085
finland,FI_3603328598,Substation_3603328598,61.134824,21.450057,Satakunta,offshore_near,,0.327
finland,FI_8869917230,Substation_8869917230,65.018603,25.451841,Pohjois-Pohjanmaa,offshore_near,,0.374
finland,FI_32535799,Substation_32535799,60.163801,24.887634,Uusimaa,offshore_near,,0.016
finland,FI_78613342,Substation_78613342,60.15628,24.961557,Uusimaa,offshore_near,,0.589
finland,FI_322046348,Substation_322046348,60.146054,24.734719,Uusimaa,offshore_near,,0.056
finland,FI_332608812,Substation_332608812,60.165071,24.88484,Uusimaa,offshore_near,,0.139
finland,FI_458059254,Substation_458059254,60.150041,24.913861,Uusimaa,offshore_near,,0.367
finland,FI_646092521,Substation_646092521,60.186949,24.866205,Uusimaa,offshore_near,,0.078
finland,FI_838623808,Substation_838623808,60.139379,24.644432,Uusimaa,offshore_near,,0.009
finland,FI_1365142734,Substation_1365142734,60.414789,22.248952,Varsinais-Suomi,offshore_near,,0.053
finland,FI_1371869059,Substation_1371869059,60.393193,22.27007,Varsinais-Suomi,offshore_near,,0.373
finland,FI_1371869060,Substation_1371869060,60.395401,22.270139,Varsinais-Suomi,offshore_near,,0.143
finland,FI_1371869061,Substation_1371869061,60.397202,22.273828,Varsinais-Suomi,offshore_near,,0.463
finland,FI_1444557634,Substation_1444557634,60.34496,22.207717,Varsinais-Suomi,offshore_near,,0.201
finland,FI_1444557636,Substation_1444557636,60.342029,22.196014,Varsinais-Suomi,offshore_near,,0.304
finland,FI_v43_493b8455a16a,Kruunuvuoren sähkönsyöttöasema,60.169536,25.012424,,offshore_near,,0.51
france,1000000064,Substation 1000000064,50.722471,3.248849,Unknown,state,belgium,1.122
france,1000000097,Substation 1000000097,49.364616,-0.443383,Unknown,offshore_near,,3.193
france,1000001274,Substation 1000001274,50.356906,3.897828,Unknown,state,belgium,2.214
france,1000001384,Substation 1000001384,49.320918,-0.356054,Calvados,offshore_near,,0.002
france,1000003521,Substation 1000003521,49.363495,0.08193,Calvados,offshore_near,,0.026
france,1000004142,Substation 1000004142,51.042344,2.370849,Nord,offshore_near,,0.127
france,1000004168,Substation 1000004168,51.050719,2.361732,Nord,offshore_near,,0.737
france,1000004169,Substation 1000004169,51.052011,2.360192,Nord,offshore_near,,0.854
france,1000004170,Substation 1000004170,51.046481,2.365353,Nord,offshore_near,,0.33
france,1000004171,Substation 1000004171,51.046643,2.368035,Nord,offshore_near,,0.504
france,1000004182,Substation 1000004182,51.038605,2.370753,Nord,offshore_near,,0.009
france,1000004216,Substation 1000004216,51.052972,2.343834,Nord,offshore_near,,0.301
france,1000004295,Substation 1000004295,51.049171,2.36983,Nord,offshore_near,,0.467
france,1000004322,Substation 1000004322,51.038352,2.366834,Nord,offshore_near,,0.112
france,1000006592,Substation 1000006592,50.807145,3.119278,Unknown,state,belgium,1.559
france,1000006593,Substation 1000006593,50.807092,3.119286,Unknown,state,belgium,1.554
france,1000006594,Substation 1000006594,50.808824,3.119566,Unknown,state,belgium,1.747
france,1000010712,Ores,50.706307,2.866111,Unknown,state,belgium,0.018
france,1000010774,Substation 1000010774,51.002239,2.111721,Nord,offshore_near,,0.089
france,1000010814,Substation 1000010814,51.002216,2.107841,Nord,offshore_near,,0.053
france,1000014620,Substation 1000014620,51.047497,2.364369,Nord,offshore_near,,0.424
france,1000014722,Substation 1000014722,51.035489,2.367847,Nord,offshore_near,,0.03
france,1000014728,Substation 1000014728,51.041615,2.371609,Nord,offshore_near,,0.021
france,1000016476,Substation 1000016476,49.375699,0.086907,Unknown,offshore_near,,0.036
france,1000016499,Substation 1000016499,49.401935,0.128356,Unknown,offshore_near,,0.022
france,1000016957,Wevelgem,50.799537,3.14694,Unknown,state,belgium,1.138
france,1000018724,Substation 1000018724,49.295234,-0.107096,Calvados,offshore_near,,0.025
france,1000019406,Substation 1000019406,50.704441,2.887894,Unknown,state,belgium,0.032
france,1000020037,Substation 1000020037,50.639345,1.577671,Pas-de-Calais,offshore_near,,0.073
france,1000020486,Beau Panorama,49.506898,0.070821,Unknown,offshore_near,,0.012
france,1000022777,Menen West,50.805289,3.104125,Unknown,state,belgium,1.592
france,1000025049,Substation 1000025049,50.512741,1.638049,Pas-de-Calais,offshore_near,,0.006
france,1000025366,Substation 1000025366,50.777316,3.032605,Unknown,state,belgium,0.724
france,1000026442,Substation 1000026442,51.000904,2.112672,Nord,offshore_near,,0.093
france,1000027191,Substation 1000027191,49.285161,-0.208426,Calvados,offshore_near,,0.07
france,1000027203,Substation 1000027203,49.285098,-0.199172,Calvados,offshore_near,,0.013
france,1000028618,Substation 1000028618,49.344456,-0.51485,Calvados,offshore_near,,0.021
france,1000028702,Substation 1000028702,50.403273,3.674012,Unknown,state,belgium,0.091
france,1000029060,Substation 1000029060,50.380117,4.029687,Unknown,state,belgium,2.435
france,1000029686,Substation 1000029686,50.214952,1.623034,Unknown,offshore_near,,0.06
france,1000030709,Substation 1000030709,50.329815,3.907013,Unknown,state,belgium,0.149
france,1000030864,Substation 1000030864,50.541796,3.336987,Unknown,state,belgium,3.256
france,1000031046,Substation 1000031046,50.741502,2.82093,Unknown,state,belgium,2.587
france,1000031572,Substation 1000031572,50.184629,1.643765,Somme,offshore_near,,0.049
france,1000031573,Substation 1000031573,50.187934,1.632989,Somme,offshore_near,,0.027
france,1000031576,Substation 1000031576,50.18672,1.637642,Somme,offshore_near,,0.059
france,1000031667,Substation 1000031667,50.215015,1.563981,Unknown,offshore_near,,0.242
france,1000031685,Substation 1000031685,50.17998,1.490651,Somme,offshore_near,,0.004
france,1000031988,Substation 1000031988,50.773694,3.18363,Unknown,state,belgium,1.869
france,1000031995,Substation 1000031995,50.780026,3.191923,Unknown,state,belgium,3.026
france,1000032011,9040,50.78743,3.175831,Unknown,state,belgium,2.317
france,1000032045,Substation 1000032045,50.791225,3.128554,Unknown,state,belgium,0.449
france,1000032046,Substation 1000032046,50.793979,3.116461,Unknown,state,belgium,0.097
france,1000032047,Substation 1000032047,50.79437,3.121103,Unknown,state,belgium,0.405
france,1000032064,5531,50.783077,3.187892,Unknown,state,belgium,2.964
france,1000032068,Substation 1000032068,50.791104,3.184398,Unknown,state,belgium,3.295
france,1000032069,Substation 1000032069,50.789571,3.183117,Unknown,state,belgium,3.077
france,1000032176,17321,50.788004,3.18924,Unknown,state,belgium,3.483
france,1000032352,7972,50.787134,3.184852,Unknown,state,belgium,3.072
france,1000032353,9871,50.774377,3.188469,Unknown,state,belgium,2.332
france,1000032641,Substation 1000032641,50.784586,3.157112,Unknown,state,belgium,0.583
france,1000032720,Substation 1000032720,50.063483,1.377141,Seine-Maritime,offshore_near,,0.09
france,1000032794,Substation 1000032794,50.852474,2.607542,Unknown,state,belgium,0.466
france,1000032795,Substation 1000032795,50.854741,2.618976,Unknown,state,belgium,0.898
france,1000033417,Substation 1000033417,50.800946,3.131799,Unknown,state,belgium,1.484
france,1000033419,E60784,50.812516,3.155984,Unknown,state,belgium,2.633
france,1000033612,Substation 1000033612,50.02587,4.149076,Unknown,state,belgium,0.627
france,1000033854,Substation 1000033854,50.774523,3.165089,Unknown,state,belgium,0.465
france,1000033855,Substation 1000033855,50.80608,3.113371,Unknown,state,belgium,1.385
france,1000033856,Substation 1000033856,50.813013,3.110363,Unknown,state,belgium,2.207
france,1000033857,Substation 1000033857,50.811981,3.118082,Unknown,state,belgium,2.054
france,1000033859,Substation 1000033859,50.807709,3.112578,Unknown,state,belgium,1.578
france,1000033875,Substation 1000033875,50.81259,3.129742,Unknown,state,belgium,2.637
france,1000033884,Substation 1000033884,50.799023,3.112752,Unknown,state,belgium,0.635
france,1000034033,Substation 1000034033,50.81413,2.693207,Unknown,state,belgium,0.002
france,1000034061,Substation 1000034061,50.548898,3.429393,Unknown,state,belgium,4.385
france,1000034063,Substation 1000034063,50.53946,3.423634,Unknown,state,belgium,3.609
france,1000034268,Substation 1000034268,50.562265,3.305392,Unknown,state,belgium,2.405
france,1000034341,Substation 1000034341,50.850445,2.601668,Unknown,state,belgium,0.121
france,1000034342,Substation 1000034342,50.861274,2.620382,Unknown,state,belgium,1.042
france,1000034500,Substation 1000034500,50.806979,3.122658,Unknown,state,belgium,1.692
france,1000034569,Substation 1000034569,51.048591,2.36431,Nord,offshore_near,,0.544
france,1000034938,Substation 1000034938,50.732226,2.812882,Unknown,state,belgium,1.558
france,1000034990,Substation 1000034990,50.77364,3.192755,Unknown,state,belgium,2.62
france,1000034991,Substation 1000034991,50.771058,3.198661,Unknown,state,belgium,2.873
france,1000035133,Bas-Warneton,50.770473,2.942157,Unknown,state,belgium,2.449
france,1000035283,Substation 1000035283,50.780933,3.036794,Unknown,state,belgium,0.788
france,1000035284,Substation 1000035284,50.780843,3.038234,Unknown,state,belgium,0.691
france,1000035285,Substation 1000035285,50.784476,3.036999,Unknown,state,belgium,1.115
france,1000035581,Substation 1000035581,50.804347,3.027366,Unknown,state,belgium,3.554
france,1000035785,Substation 1000035785,50.796858,3.127141,Unknown,state,belgium,0.993
france,1000035789,Substation 1000035789,50.356231,3.820492,Unknown,state,belgium,0.679
france,1000035847,Substation 1000035847,50.766834,3.184262,Unknown,state,belgium,1.437
france,1000035848,Substation 1000035848,50.762612,3.179218,Unknown,state,belgium,0.755
france,1000035849,Substation 1000035849,50.756802,3.176487,Unknown,state,belgium,0.041
france,1000035861,Substation 1000035861,50.788045,3.162569,Unknown,state,belgium,1.277
france,1000035897,Substation 1000035897,50.361794,3.867943,Unknown,state,belgium,1.934
france,1000035924,Substation 1000035924,50.752201,3.214988,Unknown,state,belgium,2.678
france,1000035980,Substation 1000035980,50.804629,3.09585,Unknown,state,belgium,2.115
france,1000035992,Substation 1000035992,50.370363,3.932554,Unknown,state,belgium,3.48
france,1000035997,Substation 1000035997,50.742261,3.202393,Unknown,state,belgium,0.892
france,1000036384,Substation 1000036384,49.471853,0.14433,Unknown,offshore_near,,0.036
france,1000036440,Substation 1000036440,50.806721,3.130874,Unknown,state,belgium,2.134
france,1000036591,Substation 1000036591,50.500543,3.548417,Unknown,state,belgium,0.348
france,1000036592,Substation 1000036592,50.530285,3.520109,Unknown,state,belgium,0.936
france,1000036616,Substation 1000036616,50.390664,3.78365,Unknown,state,belgium,4.324
france,1000036662,Substation 1000036662,50.844424,2.622897,Unknown,state,belgium,0.716
france,1000036663,Substation 1000036663,50.872893,2.614029,Unknown,state,belgium,0.688
