lat,lon,t_mean_c,heat_days,ice_days,wind_speed
42.3,-4.6,14.2,13.3,0,4.5
42.3,-4.1,14.2,13.3,0,4.5
42.3,-3.6,14.2,13.3,0,4.5
42.3,-3.1,14.2,13.3,0,4.5
42.3,-2.6,14.2,13.3,0,4.5
42.3,-2.1,14.2,13.3,0,4.5
42.3,-1.6,14.2,13.3,0,4.5
42.3,-1.1,14.2,13.3,0,4.5
42.3,-0.6,14.2,13.3,0,4.5
42.3,-0.1,14.2,13.3,0,4.5
42.3,0.4,14.2,13.3,0,4.5
42.3,0.9,14.2,13.3,0,4.5
42.3,1.4,14.2,13.3,0,4.5
42.3,1.9,14.2,13.3,0,4.5
42.3,2.4,14.2,13.3,0,4.5
42.3,2.9,14.2,13.3,0,4.5
42.3,3.4,14.2,13.3,0,4.5
42.3,3.9,14.2,13.3,0,4.5
42.3,4.4,14.2,13.3,0,4.5
42.3,4.9,14.2,13.3,0,4.5
42.3,5.4,14.2,13.3,0,4.5
42.3,5.9,14.2,13.3,0,4.5
42.3,6.4,14.2,13.3,0,4.5
42.3,6.9,14.2,13.3,0,4.5
42.3,7.4,14.2,13.3,0,4.5
42.3,7.9,14.2,13.3,0,4.5
42.3,8.4,14.2,13.3,0,4.5
42.3,8.9,14.2,13.3,0,4.5
42.3,9.4,14.2,13.3,0,4.5
42.3,9.9,14.2,13.3,0,4.5
42.8,-5.1,13.9,11.5,0,4.5
42.8,-4.6,13.9,11.5,0,4.5
42.8,-4.1,13.9,11.5,0,4.5
42.8,-3.6,13.9,11.5,0,4.5
42.8,-3.1,13.9,11.5,0,4.5
42.8,-2.6,13.9,11.5,0,4.5
42.8,-2.1,13.9,11.5,0,4.5
42.8,-1.6,13.9,11.5,0,4.5
42.8,-1.1,13.9,11.5,0,4.5
42.8,-0.6,13.9,11.5,0,4.5
42.8,-0.1,13.9,11.5,0,4.5
42.8,0.4,13.9,11.5,0,4.5
42.8,0.9,13.9,11.5,0,4.5
42.8,1.4,13.9,11.5,0,4.5
42.8,1.9,13.9,11.5,0,4.5
42.8,2.4,13.9,11.5,0,4.5
42.8,2.9,13.9,11.5,0,4.5
42.8,3.4,13.9,11.5,0,4.5
42.8,3.9,13.9,11.5,0,4.5
42.8,4.4,13.9,11.5,0,4.5
42.8,4.9,13.9,11.5,0,4.5
42.8,5.4,13.9,11.5,0,4.5
42.8,5.9,13.9,11.5,0,4.5
42.8,6.4,13.9,11.5,0,4.5
42.8,6.9,13.9,11.5,0,4.5
42.8,7.4,13.9,11.5,0,4.5
42.8,7.9,13.9,11.5,0,4.5
42.8,8.4,13.9,11.5,0,4.5
42.8,8.9,13.9,11.5,0,4.5
42.8,9.4,13.9,11.5,0,4.5
42.8,9.9,13.9,11.5,0,4.5
43.3,-5.1,13.6,9.7,0,4.5
43.3,-4.6,13.6,9.7,0,4.5
43.3,-4.1,13.6,9.7,0,4.5
43.3,-3.6,13.6,9.7,0,4.5
43.3,-3.1,13.6,9.7,0,4.5
43.3,-2.6,13.6,9.7,0,4.5
43.3,-2.1,13.6,9.7,0,4.5
43.3,-1.6,13.6,9.7,0,4.5
43.3,-1.1,13.6,9.7,0,4.5
43.3,-0.6,13.6,9.7,0,4.5
43.3,-0.1,13.6,9.7,0,4.5
43.3,0.4,13.6,9.7,0,4.5
43.3,0.9,13.6,9.7,0,4.5
43.3,1.4,13.6,9.7,0,4.5
43.3,1.9,13.6,9.7,0,4.5
43.3,2.4,13.6,9.7,0,4.5
43.3,2.9,13.6,9.7,0,4.5
43.3,3.4,13.6,9.7,0,4.5
43.3,3.9,13.6,9.7,0,4.5
43.3,4.4,13.6,9.7,0,4.5
43.3,4.9,13.6,9.7,0,4.5
43.3,5.4,13.6,9.7,0,4.5
43.3,5.9,13.6,9.7,0,4.5
43.3,6.4,13.6,9.7,0,4.5
43.3,6.9,13.6,9.7,0,4.5
43.3,7.4,13.6,9.7,0,4.5
43.3,7.9,13.6,9.7,0,4.5
43.3,8.4,13.6,9.7,0,4.5
43.3,8.9,13.6,9.7,0,4.5
43.3,9.4,13.6,9.7,0,4.5
43.3,9.9,13.6,9.7,0,4.5
43.8,-5.1,13.3,7.9,0,4.5
43.8,-4.6,13.3,7.9,0,4.5
43.8,-4.1,13.3,7.9,0,4.5
43.8,-3.6,13.3,7.9,0,4.5
43.8,-3.1,13.3,7.9,0,4.5
43.8,-2.6,13.3,7.9,0,4.5
43.8,-2.1,13.3,7.9,0,4.5
43.8,-1.6,13.3,7.9,0,4.5
43.8,-1.1,13.3,7.9,0,4.5
43.8,-0.6,13.3,7.9,0,4.5
43.8,-0.1,13.3,7.9,0,4.5
43.8,0.4,13.3,7.9,0,4.5
43.8,0.9,13.3,7.9,0,4.5
43.8,1.4,13.3,7.9,0,4.5
43.8,1.9,13.3,7.9,0,4.5
43.8,2.4,13.3,7.9,0,4.5
43.8,2.9,13.3,7.9,0,4.5
43.8,3.4,13.3,7.9,0,4.5
43.8,3.9,13.3,7.9,0,4.5
43.8,4.4,13.3,7.9,0,4.5
43.8,4.9,13.3,7.9,0,4.5
43.8,5.4,13.3,7.9,0,4.5
43.8,5.9,13.3,7.9,0,4.5
43.8,6.4,13.3,7.9,0,4.5
43.8,6.9,13.3,7.9,0,4.5
43.8,7.4,13.3,7.9,0,4.5
43.8,7.9,13.3,7.9,0,4.5
43.8,8.4,13.3,7.9,0,4.5
43.8,8.9,13.3,7.9,0,4.5
43.8,9.4,13.3,7.9,0,4.5
43.8,9.9,13.3,7.9,0,4.5
44.3,-5.1,13.0,6.1,0,4.5
44.3,-4.6,13.0,6.1,0,4.5
44.3,-4.1,13.0,6.1,0,4.5
44.3,-3.6,13.0,6.1,0,4.5
44.3,-3.1,13.0,6.1,0,4.5
44.3,-2.6,13.0,6.1,0,4.5
44.3,-2.1,13.0,6.1,0,4.5
44.3,-1.6,13.0,6.1,0,4.5
44.3,-1.1,13.0,6.1,0,4.5
44.3,-0.6,13.0,6.1,0,4.5
44.3,-0.1,13.0,6.1,0,4.5
44.3,0.4,13.0,6.1,0,4.5
44.3,0.9,13.0,6.1,0,4.5
44.3,1.4,13.0,6.1,0,4.5
44.3,1.9,13.0,6.1,0,4.5
44.3,2.4,13.0,6.1,0,4.5
44.3,2.9,13.0,6.1,0,4.5
44.3,3.4,13.0,6.1,0,4.5
44.3,3.9,13.0,6.1,0,4.5
44.3,4.4,13.0,6.1,0,4.5
44.3,4.9,13.0,6.1,0,4.5
44.3,5.4,13.0,6.1,0,4.5
44.3,5.9,13.0,6.1,0,4.5
44.3,6.4,13.0,6.1,0,4.5
44.3,6.9,13.0,6.1,0,4.5
44.3,7.4,13.0,6.1,0,4.5
44.3,7.9,13.0,6.1,0,4.5
44.3,8.4,13.0,6.1,0,4.5
44.3,8.9,13.0,6.1,0,4.5
44.3,9.4,13.0,6.1,0,4.5
44.3,9.9,13.0,6.1,0,4.5
44.8,-5.1,12.7,4.3,0,4.5
44.8,-4.6,12.7,4.3,0,4.5
44.8,-4.1,12.7,4.3,0,4.5
44.8,-3.6,12.7,4.3,0,4.5
44.8,-3.1,12.7,4.3,0,4.5
44.8,-2.6,12.7,4.3,0,4.5
44.8,-2.1,12.7,4.3,0,4.5
44.8,-1.6,12.7,4.3,0,4.5
44.8,-1.1,12.7,4.3,0,4.5
44.8,-0.6,12.7,4.3,0,4.5
44.8,-0.1,12.7,4.3,0,4.5
44.8,0.4,12.7,4.3,0,4.5
44.8,0.9,12.7,4.3,0,4.5
44.8,1.4,12.7,4.3,0,4.5
44.8,1.9,12.7,4.3,0,4.5
44.8,2.4,12.7,4.3,0,4.5
44.8,2.9,12.7,4.3,0,4.5
44.8,3.4,12.7,4.3,0,4.5
44.8,3.9,12.7,4.3,0,4.5
44.8,4.4,12.7,4.3,0,4.5
44.8,4.9,12.7,4.3,0,4.5
44.8,5.4,12.7,4.3,0,4.5
44.8,5.9,12.7,4.3,0,4.5
44.8,6.4,12.7,4.3,0,4.5
44.8,6.9,12.7,4.3,0,4.5
44.8,7.4,12.7,4.3,0,4.5
44.8,7.9,12.7,4.3,0,4.5
44.8,8.4,12.7,4.3,0,4.5
44.8,8.9,12.7,4.3,0,4.5
44.8,9.4,12.7,4.3,0,4.5
44.8,9.9,12.7,4.3,0,4.5
45.3,-5.1,12.4,2.5,0,4.5
45.3,-4.6,12.4,2.5,0,4.5
45.3,-4.1,12.4,2.5,0,4.5
45.3,-3.6,12.4,2.5,0,4.5
45.3,-3.1,12.4,2.5,0,4.5
45.3,-2.6,12.4,2.5,0,4.5
45.3,-2.1,12.4,2.5,0,4.5
45.3,-1.6,12.4,2.5,0,4.5
45.3,-1.1,12.4,2.5,0,4.5
45.3,-0.6,12.4,2.5,0,4.5
45.3,-0.1,12.4,2.5,0,4.5
45.3,0.4,12.4,2.5,0,4.5
45.3,0.9,12.4,2.5,0,4.5
45.3,1.4,12.4,2.5,0,4.5
45.3,1.9,12.4,2.5,0,4.5
45.3,2.4,12.4,2.5,0,4.5
45.3,2.9,12.4,2.5,0,4.5
45.3,3.4,12.4,2.5,0,4.5
45.3,3.9,12.4,2.5,0,4.5
45.3,4.4,12.4,2.5,0,4.5
45.3,4.9,12.4,2.5,0,4.5
45.3,5.4,12.4,2.5,0,4.5
45.3,5.9,12.4,2.5,0,4.5
45.3,6.4,12.4,2.5,0,4.5
45.3,6.9,12.4,2.5,0,4.5
45.3,7.4,12.4,2.5,0,4.5
45.3,7.9,12.4,2.5,0,4.5
45.3,8.4,12.4,2.5,0,4.5
45.3,8.9,12.4,2.5,0,4.5
45.3,9.4,12.4,2.5,0,4.5
45.3,9.9,12.4,2.5,0,4.5
45.8,-5.1,12.1,0.7,0,4.5
45.8,-4.6,12.1,0.7,0,4.5
45.8,-4.1,12.1,0.7,0,4.5
45.8,-3.6,12.1,0.7,0,4.5
45.8,-3.1,12.1,0.7,0,4.5
45.8,-2.6,12.1,0.7,0,4.5
45.8,-2.1,12.1,0.7,0,4.5
45.8,-1.6,12.1,0.7,0,4.5
45.8,-1.1,12.1,0.7,0,4.5
45.8,-0.6,12.1,0.7,0,4.5
45.8,-0.1,12.1,0.7,0,4.5
45.8,0.4,12.1,0.7,0,4.5
45.8,0.9,12.1,0.7,0,4.5
45.8,1.4,12.1,0.7,0,4.5
45.8,1.9,12.1,0.7,0,4.5
45.8,2.4,12.1,0.7,0,4.5
45.8,2.9,12.1,0.7,0,4.5
45.8,3.4,12.1,0.7,0,4.5
45.8,3.9,12.1,0.7,0,4.5
45.8,4.4,12.1,0.7,0,4.5
45.8,4.9,12.1,0.7,0,4.5
45.8,5.4,12.1,0.7,0,4.5
45.8,5.9,12.1,0.7,0,4.5
45.8,6.4,12.1,0.7,0,4.5
45.8,6.9,12.1,0.7,0,4.5
45.8,7.4,12.1,0.7,0,4.5
45.8,7.9,12.1,0.7,0,4.5
45.8,8.4,12.1,0.7,0,4.5
45.8,8.9,12.1,0.7,0,4.5
45.8,9.4,12.1,0.7,0,4.5
45.8,9.9,12.1,0.7,0,4.5
46.3,-5.1,11.8,0,0,4.5
46.3,-4.6,11.8,0,0,4.5
46.3,-4.1,11.8,0,0,4.5
46.3,-3.6,11.8,0,0,4.5
46.3,-3.1,11.8,0,0,4.5
46.3,-2.6,11.8,0,0,4.5
46.3,-2.1,11.8,0,0,4.5
46.3,-1.6,11.8,0,0,4.5
46.3,-1.1,11.8,0,0,4.5
46.3,-0.6,11.8,0,0,4.5
46.3,-0.1,11.8,0,0,4.5
46.3,0.4,11.8,0,0,4.5
46.3,0.9,11.8,0,0,4.5
46.3,1.4,11.8,0,0,4.5
46.3,1.9,11.8,0,0,4.5
46.3,2.4,11.8,0,0,4.5
46.3,2.9,11.8,0,0,4.5
46.3,3.4,11.8,0,0,4.5
46.3,3.9,11.8,0,0,4.5
46.3,4.4,11.8,0,0,4.5
46.3,4.9,11.8,0,0,4.5
46.3,5.4,11.8,0,0,4.5
46.3,5.9,11.8,0,0,4.5
46.3,6.4,11.8,0,0,4.5
46.3,6.9,11.8,0,0,4.5
46.3,7.4,11.8,0,0,4.5
46.3,7.9,11.8,0,0,4.5
46.3,8.4,11.8,0,0,4.5
46.3,8.9,11.8,0,0,4.5
46.3,9.4,11.8,0,0,4.5
46.3,9.9,11.8,0,0,4.5
46.8,-5.1,11.5,0,0,4.5
46.8,-4.6,11.5,0,0,4.5
46.8,-4.1,11.5,0,0,4.5
46.8,-3.6,11.5,0,0,4.5
46.8,-3.1,11.5,0,0,4.5
46.8,-2.6,11.5,0,0,4.5
46.8,-2.1,11.5,0,0,4.5
46.8,-1.6,11.5,0,0,4.5
46.8,-1.1,11.5,0,0,4.5
46.8,-0.6,11.5,0,0,4.5
46.8,-0.1,11.5,0,0,4.5
46.8,0.4,11.5,0,0,4.5
46.8,0.9,11.5,0,0,4.5
46.8,1.4,11.5,0,0,4.5
46.8,1.9,11.5,0,0,4.5
46.8,2.4,11.5,0,0,4.5
46.8,2.9,11.5,0,0,4.5
46.8,3.4,11.5,0,0,4.5
46.8,3.9,11.5,0,0,4.5
46.8,4.4,11.5,0,0,4.5
46.8,4.9,11.5,0,0,4.5
46.8,5.4,11.5,0,0,4.5
46.8,5.9,11.5,0,0,4.5
46.8,6.4,11.5,0,0,4.5
46.8,6.9,11.5,0,0,4.5
46.8,7.4,11.5,0,0,4.5
46.8,7.9,11.5,0,0,4.5
46.8,8.4,11.5,0,0,4.5
46.8,8.9,11.5,0,0,4.5
46.8,9.4,11.5,0,0,4.5
46.8,9.9,11.5,0,0,4.5
47.3,-5.1,11.2,0,0,4.5
47.3,-4.6,11.2,0,0,4.5
47.3,-4.1,11.2,0,0,4.5
47.3,-3.6,11.2,0,0,4.5
47.3,-3.1,11.2,0,0,4.5
47.3,-2.6,11.2,0,0,4.5
47.3,-2.1,11.2,0,0,4.5
47.3,-1.6,11.2,0,0,4.5
47.3,-1.1,11.2,0,0,4.5
47.3,-0.6,11.2,0,0,4.5
47.3,-0.1,11.2,0,0,4.5
47.3,0.4,11.2,0,0,4.5
47.3,0.9,11.2,0,0,4.5
47.3,1.4,11.2,0,0,4.5
47.3,1.9,11.2,0,0,4.5
47.3,2.4,11.2,0,0,4.5
47.3,2.9,11.2,0,0,4.5
47.3,3.4,11.2,0,0,4.5
47.3,3.9,11.2,0,0,4.5
47.3,4.4,11.2,0,0,4.5
47.3,4.9,11.2,0,0,4.5
47.3,5.4,11.2,0,0,4.5
47.3,5.9,11.2,0,0,4.5
47.3,6.4,11.2,0,0,4.5
47.3,6.9,11.2,0,0,4.5
47.3,7.4,11.2,0,0,4.5
47.3,7.9,11.2,0,0,4.5
47.3,8.4,11.2,0,0,4.5
47.3,8.9,11.2,0,0,4.5
47.3,9.4,11.2,0,0,4.5
47.3,9.9,11.2,0,0,4.5
47.8,-5.1,10.9,0,0,4.5
47.8,-4.6,10.9,0,0,4.5
47.8,-4.1,10.9,0,0,4.5
47.8,-3.6,10.9,0,0,4.5
47.8,-3.1,10.9,0,0,4.5
47.8,-2.6,10.9,0,0,4.5
47.8,-2.1,10.9,0,0,4.5
47.8,-1.6,10.9,0,0,4.5
47.8,-1.1,10.9,0,0,4.5
47.8,-0.6,10.9,0,0,4.5
47.8,-0.1,10.9,0,0,4.5
47.8,0.4,10.9,0,0,4.5
47.8,0.9,10.9,0,0,4.5
47.8,1.4,10.9,0,0,4.5
47.8,1.9,10.9,0,0,4.5
47.8,2.4,10.9,0,0,4.5
47.8,2.9,10.9,0,0,4.5
47.8,3.4,10.9,0,0,4.5
47.8,3.9,10.9,0,0,4.5
47.8,4.4,10.9,0,0,4.5
47.8,4.9,10.9,0,0,4.5
47.8,5.4,10.9,0,0,4.5
47.8,5.9,10.9,0,0,4.5
47.8,6.4,10.9,0,0,4.5
47.8,6.9,10.9,0,0,4.5
47.8,7.4,10.9,0,0,4.5
47.8,7.9,10.9,0,0,4.5
47.8,8.4,10.9,0,0,4.5
47.8,8.9,10.9,0,0,4.5
47.8,9.4,10.9,0,0,4.5
47.8,9.9,10.9,0,0,4.5
48.3,-5.1,10.6,0,0,4.6
48.3,-4.6,10.6,0,0,4.6
48.3,-4.1,10.6,0,0,4.6
48.3,-3.6,10.6,0,0,4.6
48.3,-3.1,10.6,0,0,4.6
48.3,-2.6,10.6,0,0,4.6
48.3,-2.1,10.6,0,0,4.6
48.3,-1.6,10.6,0,0,4.6
48.3,-1.1,10.6,0,0,4.6
48.3,-0.6,10.6,0,0,4.6
48.3,-0.1,10.6,0,0,4.6
48.3,0.4,10.6,0,0,4.6
48.3,0.9,10.6,0,0,4.6
48.3,1.4,10.6,0,0,4.6
48.3,1.9,10.6,0,0,4.6
48.3,2.4,10.6,0,0,4.6
48.3,2.9,10.6,0,0,4.6
48.3,3.4,10.6,0,0,4.6
48.3,3.9,10.6,0,0,4.6
48.3,4.4,10.6,0,0,4.6
48.3,4.9,10.6,0,0,4.6
48.3,5.4,10.6,0,0,4.6
48.3,5.9,10.6,0,0,4.6
48.3,6.4,10.6,0,0,4.6
48.3,6.9,10.6,0,0,4.6
48.3,7.4,10.6,0,0,4.6
48.3,7.9,10.6,0,0,4.6
48.3,8.4,10.6,0,0,4.6
48.3,8.9,10.6,0,0,4.6
48.3,9.4,10.6,0,0,4.6
48.3,9.9,10.6,0,0,4.6
48.8,-5.1,10.3,0,0,4.6
48.8,-4.6,10.3,0,0,4.6
48.8,-4.1,10.3,0,0,4.6
48.8,-3.6,10.3,0,0,4.6
48.8,-3.1,10.3,0,0,4.6
48.8,-2.6,10.3,0,0,4.6
48.8,-2.1,10.3,0,0,4.6
48.8,-1.6,10.3,0,0,4.6
48.8,-1.1,10.3,0,0,4.6
48.8,-0.6,10.3,0,0,4.6
48.8,-0.1,10.3,0,0,4.6
48.8,0.4,10.3,0,0,4.6
48.8,0.9,10.3,0,0,4.6
48.8,1.4,10.3,0,0,4.6
48.8,1.9,10.3,0,0,4.6
48.8,2.4,10.3,0,0,4.6
48.8,2.9,10.3,0,0,4.6
48.8,3.4,10.3,0,0,4.6
48.8,3.9,10.3,0,0,4.6
48.8,4.4,10.3,0,0,4.6
48.8,4.9,10.3,0,0,4.6
48.8,5.4,10.3,0,0,4.6
48.8,5.9,10.3,0,0,4.6
48.8,6.4,10.3,0,0,4.6
48.8,6.9,10.3,0,0,4.6
48.8,7.4,10.3,0,0,4.6
48.8,7.9,10.3,0,0,4.6
48.8,8.4,10.3,0,0,4.6
48.8,8.9,10.3,0,0,4.6
48.8,9.4,10.3,0,0,4.6
48.8,9.9,10.3,0,0,4.6
49.3,-5.1,10.0,0,0,4.6
49.3,-4.6,10.0,0,0,4.6
49.3,-4.1,10.0,0,0,4.6
49.3,-3.6,10.0,0,0,4.6
49.3,-3.1,10.0,0,0,4.6
49.3,-2.6,10.0,0,0,4.6
49.3,-2.1,10.0,0,0,4.6
49.3,-1.6,10.0,0,0,4.6
49.3,-1.1,10.0,0,0,4.6
49.3,-0.6,10.0,0,0,4.6
49.3,-0.1,10.0,0,0,4.6
49.3,0.4,10.0,0,0,4.6
49.3,0.9,10.0,0,0,4.6
49.3,1.4,10.0,0,0,4.6
49.3,1.9,10.0,0,0,4.6
49.3,2.4,10.0,0,0,4.6
49.3,2.9,10.0,0,0,4.6
49.3,3.4,10.0,0,0,4.6
49.3,3.9,10.0,0,0,4.6
49.3,4.4,10.0,0,0,4.6
49.3,4.9,10.0,0,0,4.6
49.3,5.4,10.0,0,0,4.6
49.3,5.9,10.0,0,0,4.6
49.3,6.4,10.0,0,0,4.6
49.3,6.9,10.0,0,0,4.6
49.3,7.4,10.0,0,0,4.6
49.3,7.9,10.0,0,0,4.6
49.3,8.4,10.0,0,0,4.6
49.3,8.9,10.0,0,0,4.6
49.3,9.4,10.0,0,0,4.6
49.3,9.9,10.0,0,0,4.6
49.8,-5.1,9.7,0,2.2,4.6
49.8,-4.6,9.7,0,2.2,4.6
49.8,-4.1,9.7,0,2.2,4.6
49.8,-3.6,9.7,0,2.2,4.6
49.8,-3.1,9.7,0,2.2,4.6
49.8,-2.6,9.7,0,2.2,4.6
49.8,-2.1,9.7,0,2.2,4.6
49.8,-1.6,9.7,0,2.2,4.6
49.8,-1.1,9.7,0,2.2,4.6
49.8,-0.6,9.7,0,2.2,4.6
49.8,-0.1,9.7,0,2.2,4.6
49.8,0.4,9.7,0,2.2,4.6
49.8,0.9,9.7,0,2.2,4.6
49.8,1.4,9.7,0,2.2,4.6
49.8,1.9,9.7,0,2.2,4.6
49.8,2.4,9.7,0,2.2,4.6
49.8,2.9,9.7,0,2.2,4.6
49.8,3.4,9.7,0,2.2,4.6
49.8,3.9,9.7,0,2.2,4.6
49.8,4.4,9.7,0,2.2,4.6
49.8,4.9,9.7,0,2.2,4.6
49.8,5.4,9.7,0,2.2,4.6
49.8,5.9,9.7,0,2.2,4.6
49.8,6.4,9.7,0,2.2,4.6
49.8,6.9,9.7,0,2.2,4.6
49.8,7.4,9.7,0,2.2,4.6
49.8,7.9,9.7,0,2.2,4.6
49.8,8.4,9.7,0,2.2,4.6
49.8,8.9,9.7,0,2.2,4.6
49.8,9.4,9.7,0,2.2,4.6
49.8,9.9,9.7,0,2.2,4.6
50.3,-5.1,9.4,0,4.6,4.6
50.3,-4.6,9.4,0,4.6,4.6
50.3,-4.1,9.4,0,4.6,4.6
50.3,-3.6,9.4,0,4.6,4.6
50.3,-3.1,9.4,0,4.6,4.6
50.3,-2.6,9.4,0,4.6,4.6
50.3,-2.1,9.4,0,4.6,4.6
50.3,-1.6,9.4,0,4.6,4.6
50.3,-1.1,9.4,0,4.6,4.6
50.3,-0.6,9.4,0,4.6,4.6
50.3,-0.1,9.4,0,4.6,4.6
50.3,0.4,9.4,0,4.6,4.6
50.3,0.9,9.4,0,4.6,4.6
50.3,1.4,9.4,0,4.6,4.6
50.3,1.9,9.4,0,4.6,4.6
50.3,2.4,9.4,0,4.6,4.6
50.3,2.9,9.4,0,4.6,4.6
50.3,3.4,9.4,0,4.6,4.6
50.3,3.9,9.4,0,4.6,4.6
50.3,4.4,9.4,0,4.6,4.6
50.3,4.9,9.4,0,4.6,4.6
50.3,5.4,9.4,0,4.6,4.6
50.3,5.9,9.4,0,4.6,4.6
50.3,6.4,9.4,0,4.6,4.6
50.3,6.9,9.4,0,4.6,4.6
50.3,7.4,9.4,0,4.6,4.6
50.3,7.9,9.4,0,4.6,4.6
50.3,8.4,9.4,0,4.6,4.6
50.3,8.9,9.4,0,4.6,4.6
50.3,9.4,9.4,0,4.6,4.6
50.3,9.9,9.4,0,4.6,4.6
50.8,-5.1,9.1,0,7.0,4.6
50.8,-4.6,9.1,0,7.0,4.6
50.8,-4.1,9.1,0,7.0,4.6
50.8,-3.6,9.1,0,7.0,4.6
50.8,-3.1,9.1,0,7.0,4.6
50.8,-2.6,9.1,0,7.0,4.6
50.8,-2.1,9.1,0,7.0,4.6
50.8,-1.6,9.1,0,7.0,4.6
50.8,-1.1,9.1,0,7.0,4.6
50.8,-0.6,9.1,0,7.0,4.6
50.8,-0.1,9.1,0,7.0,4.6
50.8,0.4,9.1,0,7.0,4.6
50.8,0.9,9.1,0,7.0,4.6
50.8,1.4,9.1,0,7.0,4.6
50.8,1.9,9.1,0,7.0,4.6
50.8,2.4,9.1,0,7.0,4.6
50.8,2.9,9.1,0,7.0,4.6
50.8,3.4,9.1,0,7.0,4.6
50.8,3.9,9.1,0,7.0,4.6
50.8,4.4,9.1,0,7.0,4.6
50.8,4.9,9.1,0,7.0,4.6
50.8,5.4,9.1,0,7.0,4.6
50.8,5.9,9.1,0,7.0,4.6
50.8,6.4,9.1,0,7.0,4.6
50.8,6.9,9.1,0,7.0,4.6
50.8,7.4,9.1,0,7.0,4.6
50.8,7.9,9.1,0,7.0,4.6
50.8,8.4,9.1,0,7.0,4.6
50.8,8.9,9.1,0,7.0,4.6
50.8,9.4,9.1,0,7.0,4.6
50.8,9.9,9.1,0,7.0,4.6
51.3,-5.1,8.8,0,9.4,4.6
51.3,-4.6,8.8,0,9.4,4.6
51.3,-4.1,8.8,0,9.4,4.6
51.3,-3.6,8.8,0,9.4,4.6
51.3,-3.1,8.8,0,9.4,4.6
51.3,-2.6,8.8,0,9.4,4.6
51.3,-2.1,8.8,0,9.4,4.6
51.3,-1.6,8.8,0,9.4,4.6
51.3,-1.1,8.8,0,9.4,4.6
51.3,-0.6,8.8,0,9.4,4.6
51.3,-0.1,8.8,0,9.4,4.6
51.3,0.4,8.8,0,9.4,4.6
51.3,0.9,8.8,0,9.4,4.6
51.3,1.4,8.8,0,9.4,4.6
51.3,1.9,8.8,0,9.4,4.6
51.3,2.4,8.8,0,9.4,4.6
51.3,2.9,8.8,0,9.4,4.6
51.3,3.4,8.8,0,9.4,4.6
51.3,3.9,8.8,0,9.4,4.6
51.3,4.4,8.8,0,9.4,4.6
51.3,4.9,8.8,0,9.4,4.6
51.3,5.4,8.8,0,9.4,4.6
