province,region,nuts_level,gdp_per_capita,unemployment_rate,elderly_pct,ep_rate,migration_score,_data_source
EL541,EL54 Ipeiros,3,13900.0,14.4,25.3,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL542,EL54 Ipeiros,3,12600.0,15.6,24.8,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL543,EL54 Ipeiros,3,15200.0,13.1,22.9,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL611,EL61 Thessalia,3,13500.0,14.8,25.2,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL612,EL61 Thessalia,3,15100.0,13.6,23.4,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL613,EL61 Thessalia,3,15800.0,12.9,23.1,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL621,EL62 Ionia Nisia,3,17400.0,11.9,22.5,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL622,EL62 Ionia Nisia,3,17100.0,12.2,22.8,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL623,EL62 Ionia Nisia,3,16400.0,12.6,23.9,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL624,EL62 Ionia Nisia,3,16800.0,12.4,23.2,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL631,EL63 Dytiki Ellada,3,13800.0,14.1,24.2,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL632,EL63 Dytiki Ellada,3,14900.0,13.5,23.4,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL633,EL63 Dytiki Ellada,3,13200.0,15.2,24.6,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL641,EL64 Sterea Ellada,3,15600.0,13.1,23.8,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL642,EL64 Sterea Ellada,3,15200.0,13.4,24.2,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL643,EL64 Sterea Ellada,3,12900.0,15.8,27.4,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL644,EL64 Sterea Ellada,3,15100.0,13.6,25.1,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL645,EL64 Sterea Ellada,3,13800.0,14.9,26.3,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL651,EL65 Peloponnisos,3,14500.0,13.4,24.6,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL652,EL65 Peloponnisos,3,16200.0,12.5,23.8,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
EL653,EL65 Peloponnisos,3,14200.0,13.7,25.3,17.8,0.5,TODO_ELSTAT_NA_2023_LFS_2024_POP_2024
